"id","MQ2","MQ7","MQ135","NO2","C2H5OH","VOC","CO","HMD","TMP","HI","RAWPM","DD","LAT","LON","time"
398,5.15,4.26,8.8,6.21,61.47,51.23,80.18,60.79,32.0,47.45,,252.56,22.556973,88.4940996,"2024-04-18 11:52:59.523578"
399,5.06,4.96,9.33,6.42,59.38,56.89,87.04,61.09,32.0,49.37,,252.8,22.556973,88.4940996,"2024-04-18 11:53:04.720450"
400,5.07,4.49,8.64,5.99,64.22,55.91,87.4,58.75,32.0,47.68,,252.43,22.556973,88.4940996,"2024-04-18 11:53:09.908851"
401,5.47,4.51,8.58,5.96,57.59,50.85,84.89,60.54,32.0,47.86,,253.1,22.556973,88.4940996,"2024-04-18 11:53:15.107845"
402,4.57,5.16,9.36,6.04,64.42,55.49,83.38,58.63,32.0,46.92,,252.82,22.556973,88.4940996,"2024-04-18 11:53:20.318093"
403,3.51,5.5,9.72,5.56,54.05,50.65,82.58,60.58,32.0,47.53,,253.14,22.556973,88.4940996,"2024-04-18 11:53:25.510510"
404,5.1,4.4,8.27,6.18,61.75,55.01,84.14,59.44,32.0,48.49,,253.42,22.556973,88.4940996,"2024-04-18 11:53:30.710110"
405,4.55,5.47,9.56,5.75,61.75,56.79,82.87,61.56,32.0,47.72,,253.36,22.556973,88.4940996,"2024-04-18 11:53:35.906504"
406,3.41,5.27,8.41,5.62,64.07,53.38,80.46,58.94,32.0,47.77,,252.36,22.556973,88.4940996,"2024-04-18 11:53:41.163893"
407,5.23,4.67,8.23,5.91,57.14,55.54,86.51,61.2,32.0,48.65,,252.85,22.556973,88.4940996,"2024-04-18 11:53:46.418944"
408,4.37,5.4,8.66,6.43,56.11,53.21,84.09,61.32,32.0,48.48,,252.2,22.556973,88.4940996,"2024-04-18 11:53:51.843831"
409,5.29,4.81,9.42,5.9,59.03,55.79,85.36,61.8,32.0,48.37,,251.72,22.556973,88.4940996,"2024-04-18 11:53:57.168864"
410,4.94,5.32,9.32,5.83,56.93,53.81,81.89,62.25,32.0,48.48,,252.64,22.556973,88.4940996,"2024-04-18 11:54:02.468212"
411,4.1,5.05,9.78,5.88,60.72,55.6,83.24,58.99,32.0,46.28,,252.35,22.556973,88.4940996,"2024-04-18 11:54:07.721606"
412,4.17,4.62,9.07,6.0,55.42,55.01,80.68,60.19,32.0,49.78,,252.74,22.556973,88.4940996,"2024-04-18 11:54:13.138445"
413,3.35,4.05,9.79,5.91,55.98,54.65,87.67,59.4,32.0,49.42,,252.04,22.556973,88.4940996,"2024-04-18 11:54:18.489411"
414,4.64,5.28,8.79,6.51,63.96,55.33,81.31,61.43,32.0,49.03,,251.64,22.556973,88.4940996,"2024-04-18 11:54:23.888100"
415,4.34,4.8,8.79,5.99,56.17,54.83,82.88,62.06,32.0,48.47,,251.92,22.556973,88.4940996,"2024-04-18 11:54:29.217390"
416,5.38,4.8,9.03,6.01,61.38,54.31,82.96,61.73,32.0,47.1,,253.42,22.556973,88.4940996,"2024-04-18 11:54:34.645568"
417,3.75,4.92,9.38,6.55,65.47,50.51,86.03,60.39,32.0,46.72,,251.85,22.556973,88.4940996,"2024-04-18 11:54:39.912123"
418,4.18,4.3,9.15,5.9,64.98,51.79,83.43,61.81,32.0,48.17,,252.47,22.556973,88.4940996,"2024-04-18 11:54:45.203313"
419,3.59,4.96,8.27,6.03,65.24,51.32,87.99,60.88,32.0,48.85,,253.28,22.556973,88.4940996,"2024-04-18 11:54:50.647478"
420,4.36,4.99,8.53,6.17,59.77,52.38,87.79,60.36,32.0,48.87,,252.38,22.556973,88.4940996,"2024-04-18 11:54:55.935436"
421,3.33,4.29,9.58,6.17,59.73,57.58,81.07,58.32,32.0,48.84,,252.66,22.556973,88.4940996,"2024-04-18 11:55:01.393328"
422,3.55,5.37,9.71,6.1,62.32,54.49,87.54,61.35,32.0,49.73,,252.89,22.556973,88.4940996,"2024-04-18 11:55:06.808909"
423,4.08,4.48,8.6,6.03,65.42,55.8,80.78,58.82,32.0,48.86,,251.64,22.556973,88.4940996,"2024-04-18 11:55:12.114704"
424,3.88,4.74,8.7,5.78,56.24,55.89,83.9,59.52,32.0,49.53,,253.26,22.556973,88.4940996,"2024-04-18 11:55:17.328530"
425,4.32,4.64,9.77,6.09,54.84,51.61,84.86,58.4,32.0,49.53,,251.88,22.556973,88.4940996,"2024-04-18 11:55:22.534081"
426,5.34,5.26,9.15,5.79,58.69,55.67,82.63,60.2,32.0,48.67,,252.73,22.556973,88.4940996,"2024-04-18 11:55:27.822750"
427,3.93,4.7,8.33,5.73,62.33,57.95,80.88,62.0,32.0,49.57,,251.52,22.556973,88.4940996,"2024-04-18 11:55:33.121584"
428,5.5,4.78,9.52,5.72,63.94,52.81,80.3,58.21,32.0,49.66,,252.51,22.556973,88.4940996,"2024-04-18 11:55:38.411890"
429,3.3,4.9,9.78,5.94,55.35,50.62,85.68,59.62,32.0,47.83,,253.45,22.556973,88.4940996,"2024-04-18 11:55:43.671857"
430,3.47,4.02,8.9,6.57,60.95,53.81,83.2,58.26,32.0,48.31,,251.97,22.556973,88.4940996,"2024-04-18 11:55:49.019151"
431,3.66,5.37,8.58,6.13,57.85,52.07,81.26,58.61,32.0,49.85,,251.66,22.556973,88.4940996,"2024-04-18 11:55:54.451262"
432,3.68,4.14,8.23,5.89,58.83,57.33,84.4,60.67,32.0,47.77,,252.34,22.556973,88.4940996,"2024-04-18 11:55:59.874441"
433,4.66,4.74,8.45,6.04,57.17,57.64,86.46,58.93,32.0,46.47,,252.71,22.556973,88.4940996,"2024-04-18 11:56:05.308876"
434,4.58,4.71,9.24,6.17,60.89,54.8,86.4,58.61,32.0,48.07,,253.38,22.556973,88.4940996,"2024-04-18 11:56:10.574313"
435,3.38,4.46,8.9,5.92,56.44,56.64,80.88,58.89,32.0,47.07,,252.73,22.556973,88.4940996,"2024-04-18 11:56:15.938934"
436,4.99,4.15,9.32,6.45,61.53,54.35,85.35,59.27,32.0,46.81,,252.64,22.556973,88.4940996,"2024-04-18 11:56:21.350222"
437,4.1,5.48,9.2,6.48,59.99,56.4,81.55,58.98,32.0,46.36,,251.88,22.556973,88.4940996,"2024-04-18 11:56:26.679028"
438,5.06,4.75,9.18,6.24,57.97,54.31,86.48,58.33,32.0,49.74,,252.5,22.556973,88.4940996,"2024-04-18 11:56:31.976607"
439,5.33,4.04,8.82,5.85,55.74,53.05,80.74,60.59,32.0,47.01,,252.55,22.556973,88.4940996,"2024-04-18 11:56:37.198259"
440,5.01,4.34,9.64,6.56,58.56,51.18,85.54,58.77,32.0,47.09,,251.53,22.556973,88.4940996,"2024-04-18 11:56:42.545693"
441,4.67,4.55,9.75,6.44,54.82,50.99,83.41,58.46,32.0,46.35,,252.57,22.556973,88.4940996,"2024-04-18 11:56:47.900531"
442,5.34,4.05,9.14,5.78,65.67,52.45,87.17,59.14,32.0,47.04,,251.63,22.556973,88.4940996,"2024-04-18 11:56:53.187377"
443,4.98,5.19,9.1,6.55,61.76,50.46,81.08,58.46,32.0,47.24,,252.58,22.556973,88.4940996,"2024-04-18 11:56:58.629373"
444,4.53,4.36,8.26,6.5,57.83,56.04,87.11,61.17,32.0,46.95,,252.6,22.556973,88.4940996,"2024-04-18 11:57:03.916666"
445,5.43,4.18,8.54,5.59,57.09,50.17,80.01,59.53,32.0,47.32,,252.07,22.556973,88.4940996,"2024-04-18 11:57:09.130663"
446,3.62,4.21,8.81,5.69,64.17,53.03,83.67,61.35,32.0,48.39,,253.17,22.556973,88.4940996,"2024-04-18 11:57:14.334925"
447,3.81,4.44,9.25,5.59,63.42,55.69,83.96,59.62,32.0,47.46,,252.89,22.556973,88.4940996,"2024-04-18 11:57:19.544815"
448,5.0,4.36,9.44,6.4,54.01,56.99,85.9,60.95,32.0,46.88,,251.8,22.556973,88.4940996,"2024-04-18 11:57:24.828881"
449,4.84,4.69,8.73,5.73,61.3,56.52,87.89,58.35,32.0,46.57,,253.02,22.556973,88.4940996,"2024-04-18 11:57:30.160520"
450,3.42,4.89,9.59,5.51,54.7,50.26,85.88,61.17,32.0,47.9,,252.08,22.556973,88.4940996,"2024-04-18 11:57:35.486633"
451,5.47,4.39,9.42,6.5,60.79,56.37,81.16,61.41,32.0,47.19,,252.51,22.556973,88.4940996,"2024-04-18 11:57:40.683602"
452,5.27,5.47,9.4,6.04,62.73,53.66,80.21,62.2,32.0,46.44,,252.05,22.556973,88.4940996,"2024-04-18 11:57:45.940044"
453,3.5,5.31,8.29,5.74,63.67,54.78,84.28,59.68,32.0,47.59,,253.35,22.556973,88.4940996,"2024-04-18 11:57:51.385634"
454,3.45,4.17,9.24,5.8,57.89,57.71,82.44,62.01,32.0,49.84,,252.27,22.556973,88.4940996,"2024-04-18 11:57:56.662305"
455,3.32,5.15,8.27,6.03,60.85,57.71,87.06,58.54,32.0,47.19,,252.65,22.556973,88.4940996,"2024-04-18 11:58:02.893937"
456,3.3,4.27,8.56,6.06,56.02,55.12,81.75,61.65,32.0,48.45,,253.1,22.556973,88.4940996,"2024-04-18 11:58:08.112246"
457,3.37,4.85,8.49,5.86,58.67,52.78,80.87,60.58,32.0,47.41,,252.21,22.556973,88.4940996,"2024-04-18 11:58:13.513632"
458,4.34,4.39,9.0,5.85,55.06,55.47,86.99,58.46,32.0,48.57,,252.37,22.556973,88.4940996,"2024-04-18 11:58:18.799920"
459,5.12,4.71,9.47,6.19,64.23,55.86,87.62,59.16,32.0,47.77,,252.8,22.556973,88.4940996,"2024-04-18 11:58:23.992772"
460,3.59,4.68,9.63,6.25,61.11,54.38,84.25,60.43,32.0,46.22,,252.37,22.556973,88.4940996,"2024-04-18 11:58:29.286588"
461,4.74,4.28,8.5,6.33,56.69,56.66,80.82,59.24,32.0,47.42,,251.59,22.556973,88.4940996,"2024-04-18 11:58:34.485571"
462,3.71,5.48,8.92,6.34,54.62,56.84,82.92,62.28,32.0,48.29,,253.43,22.556973,88.4940996,"2024-04-18 11:58:39.896529"
463,4.88,4.75,8.76,5.62,60.73,54.68,87.82,61.22,32.0,49.91,,252.83,22.556973,88.4940996,"2024-04-18 11:58:45.222456"
464,5.25,5.33,9.07,6.44,58.59,56.02,81.55,61.34,32.0,48.79,,253.08,22.556973,88.4940996,"2024-04-18 11:58:50.646142"
465,4.24,5.0,8.76,5.7,57.35,53.61,84.31,60.49,32.0,48.54,,253.29,22.556973,88.4940996,"2024-04-18 11:58:56.082550"
466,3.35,4.55,9.69,5.6,65.66,51.49,81.15,58.42,32.0,46.57,,252.21,22.556973,88.4940996,"2024-04-18 11:59:01.377114"
467,3.25,4.6,8.41,6.28,58.39,57.17,86.26,58.62,32.0,46.38,,252.91,22.556973,88.4940996,"2024-04-18 11:59:06.731569"
468,3.82,5.19,8.65,6.4,55.73,50.81,85.2,58.66,32.0,48.92,,252.0,22.556973,88.4940996,"2024-04-18 11:59:12.238250"
469,3.78,4.73,9.26,6.58,55.04,56.01,81.64,58.38,32.0,49.44,,253.19,22.556973,88.4940996,"2024-04-18 11:59:17.544015"
470,5.44,4.31,8.34,5.53,60.95,57.45,83.23,60.88,32.0,48.13,,252.75,22.556973,88.4940996,"2024-04-18 11:59:22.781015"
471,4.37,4.65,9.49,5.6,61.39,51.44,81.58,60.23,32.0,47.66,,252.08,22.556973,88.4940996,"2024-04-18 11:59:28.028427"
472,4.27,5.36,8.65,5.63,59.1,52.03,84.38,62.08,32.0,49.49,,253.06,22.556973,88.4940996,"2024-04-18 11:59:33.251175"
473,4.98,5.23,9.78,5.62,61.82,54.4,80.8,61.09,32.0,48.93,,253.09,22.556973,88.4940996,"2024-04-18 11:59:38.678204"
474,3.51,4.4,8.35,6.25,62.72,55.82,86.59,58.46,32.0,47.53,,252.55,22.556973,88.4940996,"2024-04-18 11:59:43.989842"
475,3.3,4.86,8.23,6.17,59.47,51.33,84.8,60.94,32.0,47.25,,252.73,22.556973,88.4940996,"2024-04-18 11:59:49.350587"
476,4.7,4.71,9.09,6.59,58.59,52.68,87.89,61.25,32.0,48.13,,251.85,22.556973,88.4940996,"2024-04-18 11:59:54.756404"
477,4.48,5.27,8.72,6.48,57.55,56.26,87.25,61.04,32.0,49.12,,253.47,22.556973,88.4940996,"2024-04-18 12:00:00.112402"
478,3.41,5.36,9.1,6.02,54.28,51.94,80.97,58.99,32.0,49.57,,251.93,22.556973,88.4940996,"2024-04-18 12:00:05.500695"
479,4.21,4.06,8.64,6.1,56.73,51.38,86.7,59.3,32.0,48.32,,253.46,22.556973,88.4940996,"2024-04-18 12:00:10.852740"
480,5.17,4.26,9.07,5.99,57.12,51.99,84.05,59.81,32.0,47.94,,251.66,22.556973,88.4940996,"2024-04-18 12:00:16.153760"
481,4.94,5.19,9.69,6.27,62.35,51.98,84.89,58.38,32.0,46.39,,253.06,22.556973,88.4940996,"2024-04-18 12:00:21.368328"
482,4.38,4.5,8.28,6.53,54.78,50.37,86.41,61.55,32.0,47.59,,251.97,22.556973,88.4940996,"2024-04-18 12:00:26.694374"
483,3.55,5.1,8.86,6.11,57.47,54.44,82.65,60.1,32.0,47.94,,252.72,22.556973,88.4940996,"2024-04-18 12:00:32.010706"
484,5.19,4.22,8.53,6.32,60.78,53.56,85.3,58.54,32.0,49.04,,252.01,22.556973,88.4940996,"2024-04-18 12:00:37.387605"
485,4.66,5.27,9.74,5.51,58.64,54.65,85.22,59.74,32.0,48.62,,252.82,22.556973,88.4940996,"2024-04-18 12:00:42.812908"
486,4.24,4.49,9.15,5.51,64.51,53.53,87.3,61.43,32.0,48.08,,253.43,22.556973,88.4940996,"2024-04-18 12:00:48.205322"
487,4.89,5.15,9.22,6.17,62.55,52.76,84.47,60.11,32.0,48.59,,253.09,22.556973,88.4940996,"2024-04-18 12:00:53.394957"
488,4.28,4.46,9.13,5.69,54.06,56.21,83.88,61.42,32.0,47.44,,253.24,22.556973,88.4940996,"2024-04-18 12:00:59.072123"
489,3.41,5.36,9.05,5.53,54.84,56.53,85.44,61.32,32.0,48.02,,251.8,22.556973,88.4940996,"2024-04-18 12:01:04.266057"
490,4.51,5.38,9.21,6.46,63.77,54.3,87.15,60.84,32.0,48.13,,253.27,22.556973,88.4940996,"2024-04-18 12:01:09.474893"
491,5.01,4.86,9.7,6.56,65.65,55.96,81.88,60.3,32.0,48.32,,251.94,22.556973,88.4940996,"2024-04-18 12:01:14.667695"
492,5.43,5.43,8.48,6.38,58.79,52.83,84.52,58.46,32.0,47.19,,253.14,22.556973,88.4940996,"2024-04-18 12:01:19.880558"
493,3.22,4.05,8.78,6.55,61.12,50.08,81.81,59.93,32.0,46.46,,251.67,22.556973,88.4940996,"2024-04-18 12:01:25.208119"
494,3.59,5.15,9.55,6.25,57.19,54.06,84.08,59.66,32.0,48.42,,253.47,22.556973,88.4940996,"2024-04-18 12:01:30.618362"
495,4.35,5.18,8.91,5.67,65.12,50.08,82.81,59.39,32.0,49.0,,253.06,22.556973,88.4940996,"2024-04-18 12:01:35.919690"
496,4.04,4.75,9.35,5.8,65.25,50.62,85.5,61.48,32.0,47.32,,252.05,22.556973,88.4940996,"2024-04-18 12:01:41.252996"
497,3.22,4.6,8.89,6.56,58.59,50.04,86.33,59.47,32.0,49.83,,251.62,22.556973,88.4940996,"2024-04-18 12:01:46.576158"
498,3.2,5.2,9.41,5.59,54.21,50.82,87.88,60.98,32.0,48.13,,251.82,22.556973,88.4940996,"2024-04-18 12:01:51.992923"
499,3.77,5.39,9.68,5.72,65.48,55.93,87.62,58.48,32.0,47.44,,252.11,22.556973,88.4940996,"2024-04-18 12:01:57.459727"
500,3.33,4.02,8.8,5.85,57.49,53.82,87.32,61.55,32.0,46.49,,252.94,22.556973,88.4940996,"2024-04-18 12:02:02.881403"
501,4.77,4.62,8.9,5.75,57.33,50.98,84.99,61.96,32.0,46.77,,252.14,22.556973,88.4940996,"2024-04-18 12:02:08.281495"
502,4.08,4.24,9.76,6.04,64.03,50.65,86.48,59.5,32.0,47.74,,252.38,22.556973,88.4940996,"2024-04-18 12:02:13.572016"
503,5.13,4.69,9.07,6.22,57.51,52.25,83.98,60.94,32.0,49.62,,252.29,22.556973,88.4940996,"2024-04-18 12:02:18.779662"
504,5.04,4.58,9.0,5.68,64.79,52.57,84.96,61.75,32.0,48.44,,253.07,22.556973,88.4940996,"2024-04-18 12:02:23.987725"
505,3.56,4.6,8.58,5.51,56.23,55.49,84.05,60.71,32.0,47.84,,252.92,22.556973,88.4940996,"2024-04-18 12:02:29.203652"
506,3.37,4.07,8.42,6.09,65.11,50.06,82.9,59.54,32.0,48.85,,251.79,22.556973,88.4940996,"2024-04-18 12:02:34.496022"
507,4.0,4.59,9.34,5.9,62.39,53.05,86.26,58.7,32.0,49.53,,251.68,22.556973,88.4940996,"2024-04-18 12:02:39.849334"
508,5.38,5.48,9.3,5.52,64.76,57.89,82.09,60.61,32.0,47.7,,252.31,22.556973,88.4940996,"2024-04-18 12:02:45.252877"
509,5.48,5.49,8.97,5.72,65.46,55.69,82.06,59.85,32.0,49.09,,252.71,22.556973,88.4940996,"2024-04-18 12:02:50.667538"
510,5.44,5.38,9.28,6.13,54.4,53.03,80.7,60.05,32.0,49.57,,252.5,22.556973,88.4940996,"2024-04-18 12:02:56.108958"
511,4.86,4.95,8.22,5.69,64.97,56.37,84.42,61.43,32.0,47.54,,252.96,22.556973,88.4940996,"2024-04-18 12:03:01.558783"
512,3.78,4.69,9.51,5.56,64.83,53.46,82.95,58.58,32.0,47.85,,252.83,22.556973,88.4940996,"2024-04-18 12:03:06.961959"
513,4.98,4.1,8.6,5.58,63.09,56.17,84.76,58.94,32.0,47.09,,253.06,22.556973,88.4940996,"2024-04-18 12:03:12.219355"
514,4.84,5.01,9.72,6.01,64.72,57.3,82.12,59.95,32.0,46.62,,253.31,22.556973,88.4940996,"2024-04-18 12:03:17.603787"
515,3.98,4.74,8.51,6.23,54.97,52.55,84.14,61.92,32.0,48.01,,252.14,22.556973,88.4940996,"2024-04-18 12:03:22.818037"
516,5.44,4.44,9.35,6.17,61.49,52.85,81.33,61.03,32.0,49.49,,251.57,22.556973,88.4940996,"2024-04-18 12:03:28.152806"
517,4.01,5.38,8.78,6.11,57.99,56.44,87.52,59.48,32.0,47.22,,252.87,22.556973,88.4940996,"2024-04-18 12:03:33.599093"
518,4.7,4.46,9.22,6.44,64.02,54.04,84.26,61.16,32.0,48.1,,251.9,22.556973,88.4940996,"2024-04-18 12:03:38.866926"
519,5.01,4.36,9.63,6.59,63.86,50.53,87.63,60.0,32.0,47.72,,252.56,22.556973,88.4940996,"2024-04-18 12:03:44.202562"
520,4.7,4.49,9.59,6.44,58.52,55.54,80.24,59.75,32.0,47.57,,251.62,22.556973,88.4940996,"2024-04-18 12:03:49.468711"
521,4.48,5.26,8.76,5.8,60.39,52.84,87.8,58.32,32.0,47.66,,252.06,22.556973,88.4940996,"2024-04-18 12:03:54.749545"
522,3.8,5.11,8.86,5.8,57.29,56.05,84.79,61.4,32.0,47.9,,251.58,22.556973,88.4940996,"2024-04-18 12:03:59.953331"
523,4.14,4.76,8.29,5.75,64.19,51.25,85.72,60.28,32.0,48.28,,251.69,22.556973,88.4940996,"2024-04-18 12:04:05.256814"
524,3.72,4.69,8.84,6.01,64.97,55.94,82.48,60.55,32.0,48.36,,253.2,22.556973,88.4940996,"2024-04-18 12:04:10.445093"
525,4.25,5.1,9.73,5.6,57.64,53.93,82.82,58.91,32.0,47.56,,252.88,22.556973,88.4940996,"2024-04-18 12:04:15.646949"
526,3.62,4.66,8.62,5.8,59.85,52.9,83.19,58.38,32.0,49.73,,252.72,22.556973,88.4940996,"2024-04-18 12:04:21.018423"
527,3.66,4.6,8.35,6.02,64.19,56.85,81.5,59.49,32.0,47.24,,251.63,22.556973,88.4940996,"2024-04-18 12:04:26.435717"
528,4.73,5.34,8.57,6.2,59.74,51.55,82.13,62.19,32.0,49.71,,252.56,22.556973,88.4940996,"2024-04-18 12:04:31.870182"
529,4.68,4.04,9.28,5.72,63.81,55.69,87.98,59.12,32.0,49.43,,253.23,22.556973,88.4940996,"2024-04-18 12:04:37.135662"
530,4.16,4.98,9.11,5.91,57.99,52.33,84.99,59.18,32.0,49.83,,252.08,22.556973,88.4940996,"2024-04-18 12:04:42.526040"
531,4.35,4.64,8.29,5.55,55.32,50.19,83.78,60.9,32.0,48.81,,252.47,22.556973,88.4940996,"2024-04-18 12:04:47.923597"
532,3.34,4.69,9.31,5.89,63.35,57.81,87.08,58.7,32.0,49.57,,253.34,22.556973,88.4940996,"2024-04-18 12:04:53.281824"
533,3.21,5.37,9.69,6.0,57.29,50.84,86.65,60.69,32.0,48.89,,251.81,22.556973,88.4940996,"2024-04-18 12:04:58.707545"
534,3.62,4.98,9.18,6.55,65.04,52.62,84.92,61.73,32.0,49.99,,252.22,22.556973,88.4940996,"2024-04-18 12:05:03.899579"
535,4.95,4.89,9.13,5.59,61.08,55.08,80.84,60.92,32.0,47.28,,252.57,22.556973,88.4940996,"2024-04-18 12:05:09.230123"
536,4.82,5.42,9.16,6.31,62.05,53.76,81.35,59.77,32.0,47.66,,253.22,22.556973,88.4940996,"2024-04-18 12:05:14.686642"
537,4.26,4.3,8.87,6.59,58.6,53.56,80.7,59.6,32.0,48.59,,251.5,22.556973,88.4940996,"2024-04-18 12:05:19.995871"
538,4.9,4.29,9.37,5.63,63.51,53.03,86.16,60.68,32.0,46.76,,252.6,22.556973,88.4940996,"2024-04-18 12:05:25.422906"
539,3.55,5.14,8.61,5.63,58.16,52.39,81.37,62.23,32.0,49.1,,252.37,22.556973,88.4940996,"2024-04-18 12:05:30.835392"
540,5.02,4.62,8.92,6.54,61.45,52.09,87.69,62.27,32.0,46.47,,251.97,22.556973,88.4940996,"2024-04-18 12:05:36.206935"
541,5.39,5.4,8.29,5.97,59.26,57.04,86.26,59.95,32.0,46.84,,252.04,22.556973,88.4940996,"2024-04-18 12:05:41.606714"
542,4.07,5.28,9.04,5.62,57.07,53.11,80.64,58.42,32.0,47.9,,251.77,22.556973,88.4940996,"2024-04-18 12:05:47.012219"
543,4.93,4.73,9.58,5.56,56.77,53.59,86.95,60.84,32.0,47.09,,253.01,22.556973,88.4940996,"2024-04-18 12:05:52.247345"
544,5.31,4.99,8.93,5.52,59.62,52.6,84.66,59.21,32.0,48.31,,252.19,22.556973,88.4940996,"2024-04-18 12:05:57.554489"
545,4.42,5.16,8.92,5.53,55.5,52.81,85.11,60.92,32.0,46.22,,251.69,22.556973,88.4940996,"2024-04-18 12:06:02.908419"
546,3.91,5.13,9.59,5.52,55.59,53.67,85.65,60.14,32.0,49.16,,253.06,22.556973,88.4940996,"2024-04-18 12:06:08.202720"
547,3.79,4.26,8.95,6.14,60.75,57.29,84.28,58.5,32.0,49.21,,252.05,22.556973,88.4940996,"2024-04-18 12:06:13.384712"
548,3.57,5.43,9.68,6.0,58.05,54.86,83.7,59.25,32.0,46.82,,253.05,22.556973,88.4940996,"2024-04-18 12:06:18.657427"
549,4.56,5.3,8.49,6.45,60.17,50.95,86.94,59.61,32.0,49.12,,252.33,22.556973,88.4940996,"2024-04-18 12:06:23.948450"
550,5.27,4.64,8.2,6.15,59.84,52.34,80.36,61.44,32.0,47.57,,252.06,22.556973,88.4940996,"2024-04-18 12:06:29.192804"
551,5.25,4.56,8.49,5.93,59.21,51.05,83.31,59.82,32.0,49.32,,252.22,22.556973,88.4940996,"2024-04-18 12:06:34.383861"
552,3.85,5.44,8.37,6.34,59.78,54.95,87.87,59.25,32.0,48.34,,251.81,22.556973,88.4940996,"2024-04-18 12:06:39.646017"
553,4.01,5.06,9.14,5.85,54.44,50.1,83.65,59.16,32.0,49.07,,253.18,22.556973,88.4940996,"2024-04-18 12:06:45.039322"
554,5.23,4.43,8.72,5.63,65.99,57.14,81.32,58.79,32.0,48.84,,253.06,22.556973,88.4940996,"2024-04-18 12:06:50.434964"
555,5.4,5.0,9.73,6.35,54.54,52.13,86.3,60.12,32.0,46.32,,252.14,22.556973,88.4940996,"2024-04-18 12:06:55.704832"
556,5.18,4.27,9.77,6.17,58.05,56.09,83.89,61.86,32.0,49.17,,252.46,22.556973,88.4940996,"2024-04-18 12:07:00.946890"
557,4.87,5.04,9.11,6.09,64.66,54.54,83.22,59.22,32.0,47.82,,252.12,22.556973,88.4940996,"2024-04-18 12:07:06.161339"
558,4.42,4.16,9.51,6.42,55.09,50.72,87.11,60.51,32.0,46.74,,253.35,22.556973,88.4940996,"2024-04-18 12:07:11.492622"
559,3.52,4.73,8.7,6.53,55.32,51.04,85.85,62.26,32.0,48.24,,251.75,22.556973,88.4940996,"2024-04-18 12:07:16.779271"
560,4.02,4.61,8.74,6.02,62.43,53.67,87.03,58.47,32.0,46.21,,253.13,22.556973,88.4940996,"2024-04-18 12:07:22.042290"
561,5.37,4.86,8.81,6.45,54.47,52.42,84.54,62.02,32.0,48.59,,252.54,22.556973,88.4940996,"2024-04-18 12:07:27.489007"
562,3.56,4.95,9.31,5.81,63.53,57.94,80.11,62.12,32.0,48.28,,252.07,22.556973,88.4940996,"2024-04-18 12:07:32.776457"
563,4.64,5.05,9.21,5.96,60.97,54.52,87.46,58.9,32.0,49.05,,252.39,22.556973,88.4940996,"2024-04-18 12:07:38.241844"
564,3.68,4.57,9.3,6.09,59.64,55.41,84.71,59.45,32.0,46.78,,252.09,22.556973,88.4940996,"2024-04-18 12:07:43.674820"
565,5.46,5.23,9.41,5.91,57.69,56.11,85.9,61.2,32.0,47.33,,252.21,22.556973,88.4940996,"2024-04-18 12:07:49.083272"
566,3.28,4.81,8.43,6.3,65.01,54.8,82.05,58.24,32.0,48.13,,251.9,22.556973,88.4940996,"2024-04-18 12:07:54.394723"
567,4.11,4.93,8.54,6.31,63.6,56.37,84.3,58.8,32.0,46.22,,252.77,22.556973,88.4940996,"2024-04-18 12:07:59.848463"
568,4.09,5.45,9.58,5.81,65.03,55.56,85.43,58.74,32.0,47.48,,253.47,22.556973,88.4940996,"2024-04-18 12:08:05.247548"
569,4.78,4.99,8.59,6.49,60.77,55.07,85.54,61.17,32.0,49.25,,251.81,22.556973,88.4940996,"2024-04-18 12:08:10.576020"
570,4.73,4.06,8.71,6.43,63.06,54.19,84.88,62.19,32.0,46.56,,251.69,22.556973,88.4940996,"2024-04-18 12:08:16.023142"
571,4.5,4.24,8.87,6.45,60.44,53.78,82.48,59.51,32.0,46.65,,251.94,22.556973,88.4940996,"2024-04-18 12:08:21.247967"
572,4.1,4.64,8.62,5.88,63.81,57.81,87.48,59.54,32.0,48.96,,252.2,22.556973,88.4940996,"2024-04-18 12:08:26.643121"
573,5.2,4.61,9.31,5.91,61.46,50.2,81.67,61.1,32.0,49.01,,251.64,22.556973,88.4940996,"2024-04-18 12:08:31.976083"
574,5.44,5.24,8.67,5.96,54.15,54.01,84.41,60.9,32.0,48.83,,252.03,22.556973,88.4940996,"2024-04-18 12:08:37.231523"
575,4.95,4.73,9.65,6.31,61.75,56.12,83.87,58.33,32.0,49.17,,252.72,22.556973,88.4940996,"2024-04-18 12:08:42.627350"
576,5.44,5.35,8.28,5.57,61.81,57.2,81.26,59.38,32.0,49.98,,251.75,22.556973,88.4940996,"2024-04-18 12:08:47.978778"
577,4.18,4.45,9.67,5.89,58.9,52.16,84.89,61.05,32.0,48.06,,252.71,22.556973,88.4940996,"2024-04-18 12:08:53.411574"
578,4.71,5.11,9.47,5.99,62.26,53.66,85.31,62.26,32.0,47.99,,253.32,22.556973,88.4940996,"2024-04-18 12:08:58.737272"
579,5.43,4.62,9.33,5.67,63.32,55.24,84.09,60.76,32.0,49.89,,251.55,22.556973,88.4940996,"2024-04-18 12:09:04.151049"
580,5.38,4.38,9.06,6.09,59.32,51.54,87.98,61.34,32.0,47.48,,253.02,22.556973,88.4940996,"2024-04-18 12:09:09.364062"
